productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extAttack2,extWeakness,extResistance,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extCardText
84100,Carnivine,Carnivine,https://tcgplayer-cdn.tcgplayer.com/product/84100_200w.jpg,3,1450,https://cpt.tcgcsv.com/0GH,2023-08-21T17:23:45.673,1,007/017,Uncommon,Grass,70,Basic,"[1G] Swallow Up (30)
<br>Before doing damage, count the remaining HP of the Defending Pokémon and Carnivine. If the Defending Pokémon has fewer remaining HP than Carnivine's, this attack does 60 damage instead.","[GG] Wring Out (20)
<br>Flip a coin. If heads, the Defending Pokémon is now Paralyzed and discard an Energy card attached to the Defending Pokémon.",R+20,W-20,1,2.99,5.65,7.0,6.24,,Normal,
84100,Carnivine,Carnivine,https://tcgplayer-cdn.tcgplayer.com/product/84100_200w.jpg,3,1450,https://cpt.tcgcsv.com/0GH,2023-08-21T17:23:45.673,1,007/017,Uncommon,Grass,70,Basic,"[1G] Swallow Up (30)
<br>Before doing damage, count the remaining HP of the Defending Pokémon and Carnivine. If the Defending Pokémon has fewer remaining HP than Carnivine's, this attack does 60 damage instead.","[GG] Wring Out (20)
<br>Flip a coin. If heads, the Defending Pokémon is now Paralyzed and discard an Energy card attached to the Defending Pokémon.",R+20,W-20,1,1.81,2.99,4.5,5.03,,Reverse Holofoil,
84253,Cherrim,Cherrim,https://tcgplayer-cdn.tcgplayer.com/product/84253_200w.jpg,3,1450,https://cpt.tcgcsv.com/5KH,2024-03-14T19:11:32.82,1,006/017,Uncommon,Grass,80,Stage 1,"[G] Worry Seed (20)
<br>Flip a coin. If heads, the Defending Pokémon is now Confused.","[GG] Magical Leaf (20+)
<br>Flip a coin. If heads, this attack does 20 damage plus 20 more damage and remove 3 damage counters from Cherrim.",R+20,W-20,2,2.0,5.5,9.0,3.4,,Normal,
84253,Cherrim,Cherrim,https://tcgplayer-cdn.tcgplayer.com/product/84253_200w.jpg,3,1450,https://cpt.tcgcsv.com/5KH,2024-03-14T19:11:32.82,1,006/017,Uncommon,Grass,80,Stage 1,"[G] Worry Seed (20)
<br>Flip a coin. If heads, the Defending Pokémon is now Confused.","[GG] Magical Leaf (20+)
<br>Flip a coin. If heads, this attack does 20 damage plus 20 more damage and remove 3 damage counters from Cherrim.",R+20,W-20,2,6.7,9.35,12.0,9.67,,Reverse Holofoil,
84287,Chimchar,Chimchar,https://tcgplayer-cdn.tcgplayer.com/product/84287_200w.jpg,3,1450,https://cpt.tcgcsv.com/MKH,2025-02-05T21:09:27.577,1,012/017,Common,Fire,50,Basic,[0] Scratch (10),"[1R] Ember (30)
<br>Flip a coin. If tails, discard a Fire Energy attached to Chimchar.",W+10,,1,0.48,0.75,15.0,1.01,,Normal,
84287,Chimchar,Chimchar,https://tcgplayer-cdn.tcgplayer.com/product/84287_200w.jpg,3,1450,https://cpt.tcgcsv.com/MKH,2025-02-05T21:09:27.577,1,012/017,Common,Fire,50,Basic,[0] Scratch (10),"[1R] Ember (30)
<br>Flip a coin. If tails, discard a Fire Energy attached to Chimchar.",W+10,,1,39.99,39.99,39.99,30.0,,Reverse Holofoil,
84475,Croagunk,Croagunk,https://tcgplayer-cdn.tcgplayer.com/product/84475_200w.jpg,3,1450,https://cpt.tcgcsv.com/wPH,2025-02-25T12:13:14.7,1,13/17,Common,Psychic,60,Basic,"[1] Ghastly Sound 
<br>Flip a coin. If heads, your opponent can't play any Supporter cards from his or her hand during his or her next turn.","[PP] Finger Poke (20)
<br>Flip a coin. If heads, the Defending Pokémon is now Poisoned.",P+10,,1,0.25,0.5,2.0,0.58,,Normal,
84475,Croagunk,Croagunk,https://tcgplayer-cdn.tcgplayer.com/product/84475_200w.jpg,3,1450,https://cpt.tcgcsv.com/wPH,2025-02-25T12:13:14.7,1,13/17,Common,Psychic,60,Basic,"[1] Ghastly Sound 
<br>Flip a coin. If heads, your opponent can't play any Supporter cards from his or her hand during his or her next turn.","[PP] Finger Poke (20)
<br>Flip a coin. If heads, the Defending Pokémon is now Poisoned.",P+10,,1,2.75,5.5,6.79,12.3,,Holofoil,
86007,Happiny,Happiny,https://tcgplayer-cdn.tcgplayer.com/product/86007_200w.jpg,3,1450,https://cpt.tcgcsv.com/9qJ,2025-11-20T01:24:25.957,1,014/017,Common,Colorless,60,Basic,"[0] Lively
<br>Remove 2 damage counters from 1 of your Pokémon.",,F+10,,1,5.0,16.19,30.0,5.47,,Normal,"<strong>Poké-POWER — Baby Evolution</strong>
<br>
Once during your turn <em>(before your attack)</em>, you may put Chansey from your hand onto Happiny (this counts as evolving Happiny) and remove all damage counters from Happiny."
86007,Happiny,Happiny,https://tcgplayer-cdn.tcgplayer.com/product/86007_200w.jpg,3,1450,https://cpt.tcgcsv.com/9qJ,2025-11-20T01:24:25.957,1,014/017,Common,Colorless,60,Basic,"[0] Lively
<br>Remove 2 damage counters from 1 of your Pokémon.",,F+10,,1,9.99,15.93,96.95,7.01,96.95,Holofoil,"<strong>Poké-POWER — Baby Evolution</strong>
<br>
Once during your turn <em>(before your attack)</em>, you may put Chansey from your hand onto Happiny (this counts as evolving Happiny) and remove all damage counters from Happiny."
