productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extCardText,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extUPC,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extWeakness,extResistance,extRetreatCost,extAttack2
493973,Paldea Evolved Pokemon Center Elite Trainer Box (Exclusive),Paldea Evolved Pokemon Center Elite Trainer Box Exclusive,https://tcgplayer-cdn.tcgplayer.com/product/493973_200w.jpg,3,23120,https://cpt.tcgcsv.com/tCZ5,2025-10-24T19:12:26.523,1,"Command a Rousing Performance!<br>

Energy surges as new powers awaken and perilous legends are revealed! First partners Meowscarada ex, Skeledirge ex, and Quaquaval ex have evolved to take the stage with mesmerizing magic, song, and dance. Meanwhile, Forretress, Slowking, and Dedenne shine as Tera Pokémon ex, and Chien-Pao ex, Ting-Lu ex, and others bring daunting strengths requiring courage to command. Even Pikachu joins the Pokémon ex party in the Pokémon TCG: Scarlet & Violet—Paldea Evolved expansion<br><br>

The Pokémon TCG: Scarlet & Violet—Paldea Evolved Pokémon Center Elite Trainer Box includes:
<br>• 11 Pokémon TCG: Scarlet & Violet—Paldea Evolved booster packs
<br>• Each booster pack contains 10 cards and 1 Basic Energy. Cards vary by pack.
<br>• 1 full-art foil promo card featuring Pikachu with a Pokémon Center logo
<br>• 1 full-art foil promo card featuring Pikachu
<br>• 65 card sleeves featuring Sprigatito, Fuecoco, and Quaxly
<br>• 45 Pokémon TCG Energy cards
<br>• A player’s guide to the Scarlet & Violet—Paldea Evolved expansion
<br>• 6 damage-counter dice
<br>• 1 competition-legal coin-flip die
<br>• 2 plastic condition markers
<br>• A collector’s box to hold everything, with 4 dividers to keep it organized
<br>• A code card for Pokémon Trading Card Game Live",518.63,616.25,4999.99,495.73,,Normal,,,,,,,,,,,
493974,Paldea Evolved Elite Trainer Box,Paldea Evolved Elite Trainer Box,https://tcgplayer-cdn.tcgplayer.com/product/493974_200w.jpg,3,23120,https://cpt.tcgcsv.com/vCZ5,2025-10-24T19:10:00.01,1,"Command a Rousing Performance!<br>

Energy surges as new powers awaken and perilous legends are revealed! First partners Meowscarada ex, Skeledirge ex, and Quaquaval ex have evolved to take the stage with mesmerizing magic, song, and dance. Meanwhile, Forretress, Slowking, and Dedenne shine as Tera Pokémon ex, and Chien-Pao ex, Ting-Lu ex, and others bring daunting strengths requiring courage to command. Even Pikachu joins the Pokémon ex party in the Pokémon TCG: Scarlet & Violet—Paldea Evolved expansion<br><br>

The Pokémon TCG: Paldea Evolved Elite Trainer Box includes:
<br> • 9 Pokémon TCG: Paldea Evolved booster packs
<br> • 1 full-art foil promo card featuring Pikachu
<br> • 65 card sleeves featuring Pikachu
<br> • 45 Pokémon TCG Energy cards
<br> • A player’s guide to the Scarlet & Violet expansion
<br> • 6 damage-counter dice
<br> • 1 competition-legal coin-flip die
<br> • 2 plastic condition markers
<br> • A collector’s box to hold everything, with 4 dividers to keep it organized
<br> • A code card for Pokémon Trading Card Game Live",150.0,189.04,1999.99,152.15,,Normal,,,,,,,,,,,
493975,Paldea Evolved Booster Box,Paldea Evolved Booster Box,https://tcgplayer-cdn.tcgplayer.com/product/493975_200w.jpg,3,23120,https://cpt.tcgcsv.com/wCZ5,2025-10-24T19:10:05.49,1,"Command a Rousing Performance!<br>

Energy surges as new powers awaken and perilous legends are revealed! First partners Meowscarada ex, Skeledirge ex, and Quaquaval ex have evolved to take the stage with mesmerizing magic, song, and dance. Meanwhile, Forretress, Slowking, and Dedenne shine as Tera Pokémon ex, and Chien-Pao ex, Ting-Lu ex, and others bring daunting strengths requiring courage to command. Even Pikachu joins the Pokémon ex party in the Pokémon TCG: Scarlet & Violet—Paldea Evolved expansion<br><br>

Each Paldea Evolved booster box contains 36 Paldea Evolved booster packs.",450.0,500.0,2385.0,446.93,,Normal,0820650863493,,,,,,,,,,
493976,Paldea Evolved Booster Pack,Paldea Evolved Booster Pack,https://tcgplayer-cdn.tcgplayer.com/product/493976_200w.jpg,3,23120,https://cpt.tcgcsv.com/xCZ5,2025-10-24T19:11:11.143,1,"Command a Rousing Performance!<br>

Energy surges as new powers awaken and perilous legends are revealed! First partners Meowscarada ex, Skeledirge ex, and Quaquaval ex have evolved to take the stage with mesmerizing magic, song, and dance. Meanwhile, Forretress, Slowking, and Dedenne shine as Tera Pokémon ex, and Chien-Pao ex, Ting-Lu ex, and others bring daunting strengths requiring courage to command. Even Pikachu joins the Pokémon ex party in the Pokémon TCG: Scarlet & Violet—Paldea Evolved expansion<br><br>

Each Paldea Evolved booster pack contains 10 random cards.",9.98,11.89,19.99,10.43,,Normal,,,,,,,,,,,
493997,Paldea Evolved 3 Pack Blister [Tinkatink],Paldea Evolved 3 Pack Blister Tinkatink,https://tcgplayer-cdn.tcgplayer.com/product/493997_200w.jpg,3,23120,https://cpt.tcgcsv.com/ZCZ5,2025-10-24T19:10:17.98,1,"Command a Rousing Performance!<br>

Energy surges as new powers awaken and perilous legends are revealed! First partners Meowscarada ex, Skeledirge ex, and Quaquaval ex have evolved to take the stage with mesmerizing magic, song, and dance. Meanwhile, Forretress, Slowking, and Dedenne shine as Tera Pokémon ex, and Chien-Pao ex, Ting-Lu ex, and others bring daunting strengths requiring courage to command. Even Pikachu joins the Pokémon ex party in the Pokémon TCG: Scarlet & Violet—Paldea Evolved expansion<br><br>
Each blister comes with 3 Paldea Evolved booster packs, a coin, and a promotional card of Tinkatink.",43.69,49.98,58.68,31.8,,Normal,,,,,,,,,,,
493998,Paldea Evolved 3 Pack Blister [Varoom],Paldea Evolved 3 Pack Blister Varoom,https://tcgplayer-cdn.tcgplayer.com/product/493998_200w.jpg,3,23120,https://cpt.tcgcsv.com/-CZ5,2025-10-24T19:10:11.1,1,"Command a Rousing Performance!<br>

Energy surges as new powers awaken and perilous legends are revealed! First partners Meowscarada ex, Skeledirge ex, and Quaquaval ex have evolved to take the stage with mesmerizing magic, song, and dance. Meanwhile, Forretress, Slowking, and Dedenne shine as Tera Pokémon ex, and Chien-Pao ex, Ting-Lu ex, and others bring daunting strengths requiring courage to command. Even Pikachu joins the Pokémon ex party in the Pokémon TCG: Scarlet & Violet—Paldea Evolved expansion<br><br>
Each blister comes with 3 Paldea Evolved booster packs, a coin, and a promotional card of Varoom.",29.98,39.97,64.95,35.73,,Normal,,,,,,,,,,,
493999,Paldea Evolved Single Pack Blister [Smoliv],Paldea Evolved Single Pack Blister Smoliv,https://tcgplayer-cdn.tcgplayer.com/product/493999_200w.jpg,3,23120,https://cpt.tcgcsv.com/_CZ5,2025-10-24T19:13:10.57,1,"Command a Rousing Performance!<br>

Energy surges as new powers awaken and perilous legends are revealed! First partners Meowscarada ex, Skeledirge ex, and Quaquaval ex have evolved to take the stage with mesmerizing magic, song, and dance. Meanwhile, Forretress, Slowking, and Dedenne shine as Tera Pokémon ex, and Chien-Pao ex, Ting-Lu ex, and others bring daunting strengths requiring courage to command. Even Pikachu joins the Pokémon ex party in the Pokémon TCG: Scarlet & Violet—Paldea Evolved expansion<br><br>

Each blister comes with 1 Paldea Evolved booster pack, 1 coin, and a promotional card of Smoliv.",7.0,14.99,25.0,10.69,,Normal,,,,,,,,,,,
494001,Paldea Evolved Single Pack Blister [Growlithe],Paldea Evolved Single Pack Blister Growlithe,https://tcgplayer-cdn.tcgplayer.com/product/494001_200w.jpg,3,23120,https://cpt.tcgcsv.com/2DZ5,2025-10-24T19:13:02.063,1,"Command a Rousing Performance!<br>

Energy surges as new powers awaken and perilous legends are revealed! First partners Meowscarada ex, Skeledirge ex, and Quaquaval ex have evolved to take the stage with mesmerizing magic, song, and dance. Meanwhile, Forretress, Slowking, and Dedenne shine as Tera Pokémon ex, and Chien-Pao ex, Ting-Lu ex, and others bring daunting strengths requiring courage to command. Even Pikachu joins the Pokémon ex party in the Pokémon TCG: Scarlet & Violet—Paldea Evolved expansion<br><br>
Each blister comes with 1 Paldea Evolved booster pack, 1 coin, and a promotional card of Growlithe.",10.98,19.99,25.0,11.43,,Normal,,,,,,,,,,,
496905,Paldea Evolved Booster Box Case,Paldea Evolved Booster Box Case,https://tcgplayer-cdn.tcgplayer.com/product/496905_200w.jpg,3,23120,https://cpt.tcgcsv.com/7N-5,2025-10-24T19:10:50.19,1,"Command a Rousing Performance!<br>

Energy surges as new powers awaken and perilous legends are revealed! First partners Meowscarada ex, Skeledirge ex, and Quaquaval ex have evolved to take the stage with mesmerizing magic, song, and dance. Meanwhile, Forretress, Slowking, and Dedenne shine as Tera Pokémon ex, and Chien-Pao ex, Ting-Lu ex, and others bring daunting strengths requiring courage to command. Even Pikachu joins the Pokémon ex party in the Pokémon TCG: Scarlet & Violet—Paldea Evolved expansion<br><br>

Each sealed booster box case contains 6 booster boxes of 36 booster packs. <em>(Each pack contains 10 random cards)</em>",2710.9,3475.0,25000.0,2587.21,,Normal,,,,,,,,,,,
496908,Paldea Evolved 3 Pack Blister [Set of 2],Paldea Evolved 3 Pack Blister Set of 2,https://tcgplayer-cdn.tcgplayer.com/product/496908_200w.jpg,3,23120,https://cpt.tcgcsv.com/bN-5,2025-10-24T19:10:23.11,1,"Command a Rousing Performance!<br>

Energy surges as new powers awaken and perilous legends are revealed! First partners Meowscarada ex, Skeledirge ex, and Quaquaval ex have evolved to take the stage with mesmerizing magic, song, and dance. Meanwhile, Forretress, Slowking, and Dedenne shine as Tera Pokémon ex, and Chien-Pao ex, Ting-Lu ex, and others bring daunting strengths requiring courage to command. Even Pikachu joins the Pokémon ex party in the Pokémon TCG: Scarlet & Violet—Paldea Evolved expansion<br><br>
Each individual 3 Pack blister comes with 3 Paldea Evolved booster packs, 1 coin, and a promotional card of Varoom or Tinkatink.",80.0,80.0,80.0,63.62,,Normal,,,,,,,,,,,
